"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"86",86,60,"3",121,16059,"1","0","3","3","0","0","0","13","2","2","0","5",8,5,1991,1992,"3","1","6","6","1",284,"2","4","1","3","4","4","6",0,"6",0,1288,1288,"1","0","1","4",1301,1116,0,2417,0,0,2,1,4,1,"2",9,"6",1,"5","1",1991,"3",2,462,"5","5","2",127,82,0,0,0,0,"0","0","0",0,4,2006,"8","4",260000
"87",87,60,"3",122,11911,"1","0","1","3","0","4","0","8","2","2","0","5",6,5,2005,2005,"1","1","12","13","2",0,"2","4","2","3","4","0","6",0,"6",0,684,684,"1","0","1","4",684,876,0,1560,0,0,2,1,3,1,"2",6,"6",1,"3","3",2005,"1",2,400,"5","5","2",100,38,0,0,0,0,"0","0","0",0,3,2009,"8","4",174000
"88",88,160,"1",40,3951,"1","2","3","3","0","0","0","20","2","2","4","5",6,5,2009,2009,"1","1","12","13","3",76,"2","4","2","3","4","0","6",0,"6",0,612,612,"1","0","1","4",612,612,0,1224,0,0,2,1,2,1,"2",4,"6",0,"0","5",2009,"2",2,528,"5","5","2",0,234,0,0,0,0,"0","0","0",0,6,2009,"6","5",164500
"91",91,20,"3",60,7200,"1","0","3","3","0","4","0","12","2","2","0","2",4,5,1950,1950,"1","1","3","14","2",0,"3","4","3","0","0","1","2",0,"2",0,0,0,"1","4","1","0",1040,0,0,1040,0,0,1,0,2,1,"3",4,"6",0,"0","5",1950,"3",2,420,"5","5","2",0,29,0,0,0,0,"0","0","0",0,7,2006,"8","4",109900
"92",92,20,"3",85,8500,"1","0","3","3","0","4","0","12","2","2","0","2",5,3,1961,1961,"3","1","6","6","0",203,"3","4","1","4","4","4","5",600,"6",0,635,1235,"1","4","1","4",1235,0,0,1235,0,0,1,0,2,1,"3",6,"6",0,"0","1",1961,"3",2,480,"5","5","2",0,0,0,0,0,0,"0","2","0",0,12,2006,"8","0",98600
"93",93,30,"3",80,13360,"1","1","0","1","0","4","0","6","2","2","0","2",5,7,1921,2006,"1","1","13","14","2",0,"3","2","0","3","4","4","0",713,"6",0,163,876,"1","0","1","4",964,0,0,964,1,0,1,0,2,1,"3",5,"6",0,"0","5",1921,"3",2,432,"5","5","2",0,0,44,0,0,0,"0","0","0",0,8,2009,"8","4",163500
"94",94,190,"0",60,7200,"1","0","3","3","0","0","0","17","2","2","1","4",6,6,1910,1998,"3","1","8","8","2",0,"3","4","0","4","1","3","5",1046,"6",0,168,1214,"2","0","0","4",1260,1031,0,2291,0,1,2,0,4,2,"3",9,"6",1,"3","5",1900,"3",2,506,"5","5","2",0,0,0,0,99,0,"0","0","0",0,11,2007,"8","4",133900
"95",95,60,"3",69,9337,"1","0","0","3","0","4","0","5","2","2","0","5",6,5,1997,1997,"1","1","12","13","2",0,"3","2","2","3","4","4","3",648,"6",0,176,824,"1","0","1","4",905,881,0,1786,1,0,2,1,3,1,"2",7,"6",0,"0","1",1997,"2",2,684,"5","5","2",0,162,0,0,0,0,"0","0","0",0,5,2007,"8","4",204750
"97",97,20,"3",78,10264,"1","0","0","3","0","4","0","5","2","2","0","2",7,5,1999,1999,"1","1","12","13","1",183,"2","4","2","3","4","0","0",1162,"6",0,426,1588,"1","0","1","4",1588,0,0,1588,0,0,2,0,3,1,"2",6,"6",0,"0","1",1999,"2",2,472,"5","5","2",158,29,0,0,0,0,"0","0","0",0,8,2006,"8","4",214000
"98",98,20,"3",73,10921,"1","0","3","1","0","4","0","7","2","2","0","2",4,5,1965,1965,"3","1","6","6","1",48,"3","4","1","4","4","4","5",520,"6",0,440,960,"1","4","1","1",960,0,0,960,1,0,1,0,3,1,"3",6,"6",0,"0","1",1965,"1",1,432,"5","5","1",120,0,0,0,0,0,"0","0","0",0,5,2007,"8","4",94750
"99",99,30,"3",85,10625,"1","0","3","3","0","0","0","7","2","2","0","2",5,5,1920,1950,"1","1","13","14","2",0,"3","4","0","4","4","4","0",108,"6",0,350,458,"1","1","0","4",835,0,0,835,0,0,1,0,2,1,"3",5,"6",0,"0","2",1920,"3",1,366,"2","5","2",0,0,77,0,0,0,"0","0","3",400,5,2010,"0","0",83000
"102",102,60,"3",77,9206,"1","0","3","3","0","4","0","19","2","2","0","5",6,5,1985,1985,"1","1","6","6","1",336,"2","4","1","3","4","4","6",0,"6",0,741,741,"1","4","1","4",977,755,0,1732,0,0,2,1,3,1,"2",7,"6",1,"5","1",1985,"1",2,476,"5","5","2",192,46,0,0,0,0,"0","0","0",0,6,2010,"8","4",178000
"103",103,90,"3",64,7018,"1","0","3","0","0","4","0","19","2","2","2","2",5,5,1979,1979,"1","1","6","6","2",0,"3","1","3","0","0","1","2",0,"2",0,0,0,"1","4","1","4",1535,0,0,1535,0,0,2,0,4,2,"3",8,"6",0,"0","1",1979,"3",2,410,"5","5","2",0,0,0,0,0,0,"0","0","0",0,6,2009,"8","2",118964
"104",104,20,"3",94,10402,"1","0","0","3","0","0","0","5","2","2","0","2",7,5,2009,2009,"1","1","12","13","2",0,"3","4","2","3","4","4","6",0,"6",0,1226,1226,"1","0","1","4",1226,0,0,1226,0,0,2,0,3,1,"2",6,"6",0,"0","1",2009,"2",3,740,"5","5","2",0,36,0,0,0,0,"0","0","0",0,5,2010,"8","4",198900
"106",106,60,"1",75,9375,"1","0","3","3","0","4","0","20","2","2","0","5",8,5,2003,2004,"3","1","12","13","1",768,"2","4","2","1","4","4","6",0,"6",0,1053,1053,"1","0","1","4",1053,939,0,1992,0,0,2,1,3,1,"2",9,"6",1,"3","1",2003,"2",2,648,"5","5","2",140,45,0,0,0,0,"0","0","0",0,8,2008,"8","4",250000
"107",107,30,"4",60,10800,"1","1","3","3","0","4","0","17","2","2","0","2",4,7,1885,1995,"4","1","12","13","2",0,"3","4","0","2","4","4","6",0,"6",0,641,641,"1","2","1","4",1047,0,0,1047,0,0,1,0,2,1,"3",6,"6",0,"0","5",1954,"3",1,273,"2","2","0",0,0,0,0,0,0,"0","0","3",450,8,2007,"8","4",100000
"108",108,20,"4",50,6000,"1","0","3","3","0","4","0","17","2","2","0","2",5,5,1948,1950,"1","1","12","13","2",0,"3","4","1","4","4","4","0",104,"1",169,516,789,"1","0","1","4",789,0,0,789,0,0,1,0,2,1,"3",5,"6",0,"0","5",1948,"3",1,250,"5","5","2",0,0,0,0,0,0,"0","0","0",0,4,2008,"8","5",115000
"110",110,20,"3",105,11751,"1","0","0","3","0","4","0","16","2","2","0","2",6,6,1977,1977,"3","1","9","10","1",480,"3","4","1","3","4","4","1",705,"6",0,1139,1844,"1","0","1","4",1844,0,0,1844,0,0,2,0,3,1,"3",7,"6",1,"5","1",1977,"2",2,546,"5","5","2",0,122,0,0,0,0,"0","3","0",0,1,2010,"0","4",190000
"111",111,50,"3",75,9525,"1","0","3","3","0","4","0","7","2","2","0","0",6,4,1954,1972,"1","1","13","14","2",0,"3","4","1","4","1","4","5",444,"6",0,550,994,"1","2","1","4",1216,639,0,1855,0,0,2,0,4,1,"3",7,"6",0,"0","1",1954,"3",1,325,"5","5","2",182,0,0,0,0,0,"0","0","0",0,10,2006,"8","4",136900
"113",113,60,"3",77,9965,"1","0","3","3","0","4","0","5","2","2","0","5",7,5,2007,2007,"1","1","12","13","3",220,"2","4","2","1","4","0","3",984,"6",0,280,1264,"1","0","1","4",1282,1414,0,2696,1,0,2,1,4,1,"0",10,"6",1,"3","3",2007,"1",3,792,"5","5","2",120,184,0,0,168,0,"0","0","0",0,10,2007,"6","5",383970
"115",115,70,"3",61,7259,"1","0","0","3","0","4","1","6","2","2","0","5",6,8,1945,2002,"2","1","13","14","2",0,"3","4","1","4","4","4","0",774,"4",150,104,1028,"1","0","1","4",1436,884,0,2320,1,0,2,1,3,1,"2",9,"6",1,"5","5",1945,"3",1,180,"5","5","2",224,0,0,0,0,0,"0","3","0",0,7,2007,"8","4",259500
"116",116,160,"1",34,3230,"1","2","3","3","0","0","0","20","2","2","4","5",6,5,1999,1999,"1","1","8","8","1",1129,"3","4","2","3","4","4","3",419,"6",0,310,729,"1","2","1","4",729,729,0,1458,0,0,2,1,2,1,"3",5,"6",1,"2","5",1999,"3",2,440,"5","5","2",0,32,0,0,0,0,"0","0","0",0,6,2007,"8","4",176000
"118",118,20,"3",74,8536,"1","0","3","3","0","0","0","7","2","2","0","2",5,5,2006,2007,"1","1","12","13","2",0,"3","4","2","3","4","4","6",0,"6",0,1125,1125,"1","2","1","4",1125,0,0,1125,0,0,1,1,2,1,"3",5,"6",0,"0","1",2007,"3",2,430,"5","5","2",80,64,0,0,0,0,"0","0","0",0,4,2007,"6","5",155000
"119",119,60,"3",90,12376,"1","0","3","3","0","0","0","19","2","2","0","5",7,5,1990,1990,"3","1","9","10","2",0,"3","4","2","3","4","3","3",1470,"6",0,203,1673,"1","2","1","4",1699,1523,0,3222,1,0,3,0,5,1,"2",11,"6",2,"5","1",1990,"3",3,594,"5","5","2",367,0,0,0,0,0,"0","0","0",0,5,2010,"8","4",320000
"120",120,60,"3",65,8461,"1","0","3","3","0","4","0","5","2","2","0","5",6,5,2005,2006,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,728,728,"1","0","1","4",728,728,0,1456,0,0,2,1,3,1,"2",8,"6",1,"3","1",2005,"1",2,390,"5","5","2",0,24,0,0,0,0,"0","0","0",0,7,2006,"6","5",163990
"122",122,50,"4",50,6060,"1","0","3","3","0","4","0","9","2","2","0","0",4,5,1939,1950,"1","1","0","0","2",0,"3","4","2","4","4","4","6",0,"6",0,732,732,"1","2","1","4",772,351,0,1123,0,0,1,0,3,1,"3",4,"6",0,"0","5",1979,"3",1,264,"5","5","1",0,0,140,0,0,0,"0","3","0",0,6,2007,"8","4",100000
"123",123,20,"3",75,9464,"1","0","3","3","0","0","0","12","2","2","0","2",6,7,1958,1958,"3","1","8","8","1",135,"3","2","1","4","4","4","1",570,"6",0,510,1080,"1","2","1","4",1080,0,0,1080,0,0,1,0,3,1,"3",5,"6",0,"0","1",1958,"3",1,288,"5","5","2",0,0,0,0,130,0,"0","0","0",0,6,2008,"8","4",136000
"124",124,120,"3",55,7892,"1","0","3","3","0","4","0","19","2","2","4","2",6,5,1993,1993,"1","1","9","10","2",0,"2","4","2","3","4","4","3",300,"6",0,899,1199,"1","0","1","4",1199,0,0,1199,0,0,2,0,2,1,"2",5,"6",0,"0","1",1993,"2",2,530,"5","5","2",0,63,0,0,0,0,"0","0","0",0,3,2008,"8","4",153900
"125",125,20,"3",48,17043,"1","0","0","3","0","1","0","16","2","2","0","2",6,5,1979,1998,"1","1","6","6","2",0,"3","2","1","3","1","4","6",0,"6",0,1362,1362,"1","4","1","4",1586,0,0,1586,0,0,2,0,3,1,"3",7,"6",1,"5","1",1979,"3",2,435,"5","5","2",192,0,0,0,0,0,"0","0","0",0,1,2009,"8","4",181000
"129",129,60,"3",69,7590,"1","0","3","3","0","4","0","12","4","2","0","5",6,5,1966,1966,"1","1","12","13","1",266,"3","4","1","4","4","4","1",512,"6",0,148,660,"1","4","1","4",660,688,0,1348,0,0,1,1,3,1,"3",6,"6",1,"2","1",1966,"2",2,453,"5","5","2",188,108,0,0,0,0,"0","0","0",0,7,2006,"8","4",155000
"130",130,20,"3",69,8973,"1","0","3","3","0","4","0","12","2","2","0","2",5,7,1958,1991,"1","1","9","10","1",85,"3","4","1","4","4","4","5",567,"1",28,413,1008,"1","4","1","0",1053,0,0,1053,0,1,1,1,3,1,"0",6,"6",0,"0","0",1998,"2",2,750,"5","5","2",0,80,0,180,0,0,"0","4","0",0,7,2006,"8","0",150000
"131",131,60,"3",88,14200,"1","0","3","3","0","0","0","12","2","2","0","5",7,6,1966,1966,"1","1","8","8","1",309,"3","4","1","4","4","4","5",445,"6",0,479,924,"1","0","1","4",1216,941,0,2157,0,0,2,1,4,1,"2",8,"6",2,"3","1",1966,"1",2,487,"5","5","2",105,66,0,0,0,0,"0","1","0",0,5,2006,"8","4",226000
"133",133,20,"3",75,7388,"1","0","3","3","0","0","0","12","2","2","0","2",5,6,1959,2002,"1","1","8","8","2",0,"3","4","1","4","4","4","5",405,"6",0,658,1063,"1","2","1","4",1327,0,0,1327,1,0,1,0,3,1,"2",7,"6",0,"0","5",1974,"3",2,624,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2007,"8","4",150750
"135",135,20,"3",78,10335,"1","0","0","3","0","4","0","18","2","2","0","2",5,6,1968,1993,"1","1","9","10","2",0,"3","4","1","4","4","4","5",570,"6",0,891,1461,"1","2","1","4",1721,0,0,1721,0,0,2,1,3,1,"3",7,"2",1,"5","1",1968,"2",2,440,"5","5","2",0,96,180,0,0,0,"0","3","0",0,7,2006,"8","4",180000
"136",136,20,"3",80,10400,"1","0","3","3","0","4","0","16","2","2","0","2",7,6,1970,1970,"3","1","9","10","1",288,"3","4","2","4","4","4","6",0,"6",0,1304,1304,"1","2","1","4",1682,0,0,1682,0,0,2,0,3,1,"3",7,"6",1,"3","1",1970,"3",2,530,"5","5","2",98,0,0,0,0,0,"0","3","0",0,5,2008,"8","4",174000
"138",138,90,"3",82,11070,"1","0","3","3","0","4","0","11","2","2","2","2",7,5,1988,1989,"1","1","12","13","1",70,"3","4","1","4","4","4","6",0,"6",0,1907,1907,"1","2","1","4",1959,0,0,1959,0,0,3,0,5,2,"3",9,"6",0,"0","0",1989,"3",3,766,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2006,"8","3",171000
"139",139,60,"3",73,9066,"1","0","0","3","0","4","0","5","2","2","0","5",8,5,1999,2000,"1","1","12","13","1",320,"2","4","2","3","4","3","3",668,"6",0,336,1004,"1","0","1","4",1004,848,0,1852,0,0,2,1,3,1,"2",7,"6",2,"5","1",1999,"1",3,660,"5","5","2",224,106,0,0,0,0,"0","1","0",0,12,2008,"8","4",230000
"140",140,60,"3",65,15426,"1","0","0","3","0","4","0","5","2","2","0","5",6,5,1997,1997,"1","1","12","13","2",0,"3","4","2","3","4","4","3",821,"6",0,107,928,"1","0","1","4",928,836,0,1764,1,0,2,1,3,1,"2",7,"6",0,"0","1",1997,"2",2,470,"5","5","2",276,99,0,0,0,0,"0","3","0",0,8,2009,"8","4",231500
"142",142,20,"3",78,11645,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2005,2005,"1","1","12","13","2",0,"2","4","2","3","4","0","3",1300,"6",0,434,1734,"1","0","1","4",1734,0,0,1734,1,0,2,0,3,1,"2",7,"6",0,"0","1",2005,"1",2,660,"5","5","2",160,24,0,0,0,0,"0","0","0",0,1,2006,"8","4",260000
"143",143,50,"3",71,8520,"1","0","3","3","0","0","0","12","0","2","0","0",5,4,1952,1952,"1","1","3","14","2",0,"3","1","1","4","4","4","5",507,"6",0,403,910,"1","1","1","4",910,475,0,1385,0,0,2,0,4,1,"3",6,"6",0,"0","5",2000,"3",2,720,"5","5","2",0,0,0,0,0,0,"0","3","0",0,6,2010,"8","4",166000
"144",144,20,"3",78,10335,"1","0","0","3","0","4","0","5","2","2","0","2",7,5,1999,1999,"1","1","12","13","1",183,"2","4","2","3","4","2","3",679,"6",0,811,1490,"1","0","1","4",1501,0,0,1501,1,0,2,0,3,1,"2",6,"6",0,"0","1",1999,"2",2,577,"5","5","2",144,29,0,0,0,0,"0","0","0",0,6,2009,"8","4",204000
"145",145,90,"4",70,9100,"1","0","3","3","0","4","0","18","5","2","2","2",5,5,1963,1963,"1","1","6","6","1",336,"3","4","1","4","4","4","5",1332,"6",0,396,1728,"1","4","1","4",1728,0,0,1728,1,0,2,0,6,2,"3",10,"6",0,"0","5",1963,"3",2,504,"5","5","2",0,0,0,0,0,0,"0","0","0",0,11,2006,"3","0",125000
"146",146,160,"4",24,2522,"1","0","3","3","0","4","0","7","2","2","3","5",6,5,2004,2006,"1","1","12","13","3",50,"2","4","2","3","4","4","6",0,"6",0,970,970,"1","0","1","4",970,739,0,1709,0,0,2,0,3,1,"2",7,"0",0,"0","5",2004,"3",2,380,"5","5","2",0,40,0,0,0,0,"0","0","0",0,4,2006,"8","4",130000
"147",147,30,"4",51,6120,"1","0","3","3","0","0","0","3","2","2","0","2",5,7,1931,1993,"1","1","13","14","2",0,"3","4","0","4","4","4","1",209,"6",0,506,715,"1","4","1","0",875,0,0,875,1,0,1,0,2,1,"3",5,"6",0,"0","5",1931,"3",1,180,"2","5","2",48,0,0,0,0,0,"0","0","0",0,11,2009,"8","4",105000
"151",151,20,"3",120,10356,"1","0","3","3","0","0","0","5","2","2","0","2",5,6,1975,1975,"1","1","6","6","2",0,"3","4","1","4","4","0","1",716,"6",0,253,969,"1","4","1","4",969,0,0,969,0,0,1,1,3,1,"3",5,"6",0,"0","1",1975,"3",2,440,"5","5","2",0,0,0,0,0,0,"0","3","0",0,1,2007,"8","4",122000
"152",152,20,"3",107,13891,"1","0","3","3","0","4","0","15","2","2","0","2",8,5,2007,2008,"3","1","12","13","3",436,"2","4","2","1","4","2","3",1400,"6",0,310,1710,"1","0","1","4",1710,0,0,1710,1,0,2,0,2,1,"2",6,"6",1,"3","1",2007,"2",3,866,"5","5","2",0,102,0,0,0,0,"0","0","0",0,1,2008,"6","5",372402
"155",155,30,"4",84,11340,"1","0","3","3","0","0","0","17","2","2","0","2",6,5,1923,1950,"1","1","13","14","2",0,"3","4","0","4","4","4","6",0,"6",0,1200,1200,"1","4","1","0",1200,0,0,1200,0,0,1,0,4,1,"3",7,"6",0,"0","5",1923,"3",1,312,"2","2","2",0,0,228,0,0,0,"0","0","0",0,3,2006,"8","3",125000
"157",157,20,"3",60,7200,"1","0","3","3","0","4","0","12","2","2","0","2",5,7,1950,1950,"3","1","13","14","2",0,"3","4","1","0","0","1","2",0,"2",0,0,0,"1","4","1","1",1040,0,0,1040,0,0,1,0,2,1,"3",5,"6",0,"0","5",1950,"3",2,625,"5","5","2",0,0,0,0,0,0,"0","0","0",0,6,2006,"8","4",109500
"158",158,60,"3",92,12003,"1","0","3","3","0","0","0","23","2","2","0","5",8,5,2009,2010,"1","1","12","13","1",84,"2","4","2","1","4","4","6",0,"6",0,774,774,"1","0","1","4",774,1194,0,1968,0,0,2,1,4,1,"0",8,"6",1,"3","3",2009,"1",3,680,"5","5","2",0,75,0,0,0,0,"0","0","0",0,5,2010,"6","5",269500
"159",159,60,"1",100,12552,"1","0","3","3","0","0","0","20","2","2","0","5",7,5,2004,2005,"1","1","12","13","2",0,"2","4","2","3","4","4","3",222,"6",0,769,991,"1","0","1","4",991,956,0,1947,0,0,2,1,3,1,"2",8,"6",1,"3","1",2004,"2",2,678,"5","5","2",0,136,0,0,0,0,"0","2","0",0,5,2010,"8","4",254900
"160",160,60,"3",134,19378,"1","0","0","1","0","0","0","8","2","2","0","5",7,5,2005,2006,"1","1","12","13","1",456,"2","4","2","3","4","3","3",57,"6",0,1335,1392,"1","0","1","4",1392,1070,0,2462,1,0,2,1,4,1,"2",9,"6",1,"3","1",2006,"2",2,576,"5","5","2",239,132,0,168,0,0,"0","0","0",0,3,2006,"6","5",320000
"162",162,60,"3",110,13688,"1","0","0","3","0","4","0","15","2","2","0","5",9,5,2003,2004,"1","1","12","13","1",664,"2","4","2","1","4","0","3",1016,"6",0,556,1572,"1","0","1","4",1572,1096,0,2668,1,0,2,1,3,1,"0",10,"6",2,"3","3",2003,"1",3,726,"5","5","2",400,0,0,0,0,0,"0","0","0",0,3,2008,"8","4",412500
"163",163,20,"3",95,12182,"1","0","3","3","0","0","0","15","2","2","0","2",7,5,2005,2005,"1","1","12","13","1",226,"2","4","2","3","4","3","1",1201,"6",0,340,1541,"1","0","1","4",1541,0,0,1541,0,0,2,0,3,1,"2",7,"6",1,"3","1",2005,"2",2,532,"5","5","2",0,70,0,0,0,0,"0","0","0",0,5,2010,"6","5",220000
"165",165,40,"4",40,5400,"1","2","3","3","0","0","0","17","2","2","0","2",6,7,1926,2004,"1","1","8","8","2",0,"3","2","0","4","4","3","4",370,"6",0,779,1149,"1","2","1","0",1149,467,0,1616,0,0,2,0,3,1,"2",5,"6",0,"0","5",1926,"3",1,216,"5","5","2",0,0,183,0,0,0,"0","0","0",0,10,2007,"8","4",152000
"168",168,60,"3",86,10562,"1","0","3","3","0","4","0","15","2","2","0","5",8,5,2007,2007,"1","1","12","13","3",300,"2","4","2","1","4","4","3",1288,"6",0,294,1582,"1","0","1","4",1610,551,0,2161,1,0,1,1,3,1,"0",8,"6",1,"3","1",2007,"1",3,789,"5","5","2",178,120,0,0,0,0,"0","0","0",0,11,2007,"6","5",325624
"169",169,60,"3",62,8244,"1","0","0","3","0","4","0","8","2","2","0","5",7,5,2004,2004,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,840,840,"1","0","1","4",840,880,0,1720,0,0,2,1,3,1,"2",7,"6",1,"3","1",2004,"1",2,440,"5","5","2",100,48,0,0,0,0,"0","0","0",0,5,2007,"8","4",183500
"172",172,20,"3",141,31770,"1","0","0","3","0","0","0","12","2","2","0","2",6,5,1960,1960,"3","1","3","10","3",112,"3","4","1","4","2","2","1",639,"6",0,441,1080,"1","1","1","4",1656,0,0,1656,1,0,1,0,3,1,"3",7,"6",2,"3","1",1960,"1",2,528,"5","5","1",210,62,0,0,0,0,"0","0","0",0,5,2010,"8","4",215000
"173",173,160,"3",44,5306,"1","0","0","3","0","4","0","21","2","2","4","5",7,7,1987,1987,"1","1","6","6","2",0,"2","2","2","3","2","4","3",495,"5",215,354,1064,"1","2","1","4",1064,703,0,1767,1,0,2,0,2,1,"2",5,"6",1,"5","1",1987,"2",2,504,"3","5","2",441,35,0,0,0,0,"0","0","0",0,6,2006,"8","4",239000
"174",174,20,"3",80,10197,"1","0","0","3","0","4","0","12","2","2","0","2",6,5,1961,1961,"1","1","14","15","0",491,"3","4","1","4","4","4","0",288,"5",374,700,1362,"1","4","1","4",1362,0,0,1362,1,0,1,1,3,1,"3",6,"6",1,"5","1",1961,"3",2,504,"5","5","2",0,20,0,0,0,0,"0","0","0",0,6,2008,"0","4",163000
"175",175,20,"3",47,12416,"1","0","0","3","0","4","0","23","2","2","0","2",6,5,1986,1986,"1","1","12","10","3",132,"3","4","1","3","1","4","0",1398,"4",208,0,1606,"1","4","1","4",1651,0,0,1651,1,0,2,0,3,1,"3",7,"3",1,"5","1",1986,"1",2,616,"5","5","2",192,0,0,0,0,0,"0","0","0",0,11,2008,"8","4",184000
"176",176,20,"3",84,12615,"1","0","3","3","0","0","0","7","2","2","0","2",6,7,1950,2001,"1","1","14","15","2",0,"3","4","1","4","2","0","0",477,"6",0,725,1202,"1","4","1","4",2158,0,0,2158,1,0,2,0,4,1,"2",7,"6",1,"3","1",1950,"3",2,576,"5","5","2",0,29,39,0,0,0,"0","3","0",0,6,2007,"8","4",243000
"177",177,60,"3",97,10029,"1","0","0","3","0","0","0","4","2","2","0","5",6,5,1988,1989,"1","1","9","10","1",268,"2","4","2","3","4","4","3",831,"6",0,320,1151,"1","4","1","4",1164,896,0,2060,0,1,2,1,4,1,"3",8,"6",1,"5","1",1988,"3",2,521,"5","5","2",0,228,0,0,192,0,"0","0","0",0,9,2007,"8","4",211000
"179",179,20,"3",63,17423,"1","0","0","3","0","1","0","21","2","2","0","2",9,5,2008,2009,"3","1","12","13","3",748,"0","4","2","1","4","4","3",1904,"6",0,312,2216,"1","0","1","4",2234,0,0,2234,1,0,2,0,1,1,"0",9,"6",1,"3","1",2009,"1",3,1166,"5","5","2",0,60,0,0,0,0,"0","0","0",0,7,2009,"6","5",501837
"180",180,30,"4",60,8520,"1","0","3","3","0","4","0","17","2","2","0","2",5,6,1923,2006,"1","1","13","14","2",0,"2","4","1","4","4","4","6",0,"6",0,968,968,"1","4","1","4",968,0,0,968,0,0,1,0,2,1,"3",5,"6",0,"0","5",1935,"3",2,480,"2","5","0",0,0,184,0,0,0,"0","0","0",0,7,2007,"8","4",100000
"182",182,70,"3",54,7588,"1","0","3","3","0","4","0","6","2","2","0","5",7,6,1920,1950,"1","1","11","12","2",0,"3","4","0","2","4","4","4",352,"6",0,441,793,"1","2","1","4",901,901,0,1802,0,0,1,1,4,1,"3",9,"6",1,"3","5",1920,"3",1,216,"2","5","2",0,0,40,0,0,0,"0","0","0",0,7,2006,"8","4",200100
"183",183,20,"3",60,9060,"1","0","3","3","0","4","0","7","0","2","0","2",5,6,1957,2006,"3","1","13","14","1",98,"3","4","2","0","0","1","2",0,"2",0,0,0,"1","0","1","4",1340,0,0,1340,0,0,1,0,3,1,"3",7,"6",1,"3","1",1957,"2",1,252,"5","5","2",116,0,0,180,0,0,"0","3","0",0,6,2007,"8","4",120000
"184",184,50,"4",63,11426,"1","0","3","3","0","4","0","17","2","2","0","0",7,5,2003,2003,"1","1","12","13","2",0,"3","4","2","3","4","4","6",0,"6",0,1362,1362,"1","0","1","4",1362,720,0,2082,0,0,2,1,3,1,"2",6,"4",0,"0","5",2003,"3",2,484,"5","5","0",280,238,0,0,0,0,"0","0","0",0,6,2008,"8","4",200000
"185",185,50,"3",92,7438,"1","0","0","3","0","4","0","3","6","1","0","0",5,8,1908,1991,"1","1","0","10","2",0,"3","4","2","2","4","4","6",0,"6",0,504,504,"1","2","1","4",936,316,0,1252,0,0,1,0,3,1,"3",5,"6",0,"0","1",1986,"3",2,576,"5","5","2",104,0,0,0,0,0,"0","3","0",0,6,2006,"8","4",127000
"186",186,75,"4",90,22950,"1","0","1","3","0","4","0","17","0","2","0","3",10,9,1892,1993,"1","7","13","14","2",0,"2","2","0","4","4","3","6",0,"6",0,1107,1107,"1","0","1","4",1518,1518,572,3608,0,0,2,1,4,1,"0",12,"6",2,"5","5",1993,"3",3,840,"1","5","2",0,260,0,0,410,0,"0","1","0",0,6,2006,"8","4",475000
"188",188,50,"3",60,10410,"1","0","3","3","0","4","0","17","2","2","0","0",5,7,1916,1987,"1","1","6","6","2",0,"3","4","1","2","4","4","6",0,"6",0,660,660,"1","0","1","4",808,704,144,1656,0,0,2,1,3,1,"3",8,"3",0,"0","5",1916,"3",1,180,"2","2","0",0,0,0,140,0,0,"0","3","0",0,8,2009,"8","4",135000
"189",189,90,"3",64,7018,"1","0","3","0","0","4","0","19","1","2","2","6",5,5,1979,1979,"1","1","9","10","3",275,"3","4","1","3","4","0","3",1086,"6",0,0,1086,"1","4","1","4",1224,0,0,1224,2,0,0,2,2,2,"3",6,"6",2,"5","5",1979,"3",2,528,"5","5","2",120,0,0,0,0,0,"0","0","0",0,6,2009,"8","2",153337
"190",190,120,"3",41,4923,"1","0","3","3","0","4","0","21","2","2","4","2",8,5,2001,2002,"1","1","5","5","2",0,"2","4","2","1","4","0","3",1153,"6",0,440,1593,"1","0","1","4",1593,0,0,1593,1,0,1,1,0,1,"0",5,"6",1,"3","1",2001,"1",2,682,"5","5","2",0,120,0,0,224,0,"0","0","0",0,8,2008,"8","4",286000
